year,field,genarea,n,first,last,range,ord,alpha
2003,Italian Studies,Humanities,56,1995,2011,16,1995.99,0.8
1975,Journalism,Professional,44,1940,2011,71,1940.99,0.8
1981,Journalism,Professional,9,1940,2011,71,1940.99,0.8
2001,Political Science,Social Sciences,47,1903,2011,108,1903.99,0.8
1978,Practice of Art,Humanities,18,1973,2011,38,1973.99,0.8
1962,Landscape Architecture,Professional,16,1949,1995,46,1949.9820437593237,0.8
1952,Psychology,Social Sciences,79,1922,2011,89,1922.99,0.8
1975,Psychology,Social Sciences,61,1922,2011,89,1922.99,0.8
1910,Mining and Metallurgy,Engineering,17,1900,1946,46,1900.9576777722525,0.8
1977,Psychology,Social Sciences,60,1922,2011,89,1922.99,0.8
2011,Landscape Architecture and Environmental Planning,Professional,67,1997,2011,14,1997.99,0.8
1902,Latin,Humanities,31,1900,1936,36,1900.95270512183,0.8
1913,Latin,Humanities,35,1900,1936,36,1900.95270512183,0.8
1929,Latin,Humanities,23,1900,1936,36,1900.95270512183,0.8
1949,Law,Professional,55,1949,2011,62,1949.99,1
1985,Legal Studies,Professional,1,1983,2011,28,1983.99,0.8
1973,Public Health,Professional,129,1937,2011,74,1937.99,0.8
1994,Library and Information Studies,Professional,49,1986,1995,9,1986.9820437593237,0.2
2003,Public Health,Professional,162,1937,2011,74,1937.99,0.8
1997,Literature,Humanities,9,1973,2011,38,1973.99,0.8
2001,Literature,Humanities,21,1973,2011,38,1973.99,0.8
2003,Literature,Humanities,25,1973,2011,38,1973.99,0.8
1967,Logic and the Methodology of Science,Social Sciences,1,1966,2011,45,1966.99,0.8
2009,Native American Studies,Humanities,30,1975,2011,36,1975.99,0.8
1989,Romance Philology,Humanities,5,1924,1997,73,1924.9830382894083,0.8
1990,Materials Science and Mineral Engineering,Engineering,73,1977,1999,22,1977.9840328194928,0.8
1916,Mathematics,Natural Sciences,31,1900,2011,111,1900.99,0.8
1937,Mathematics,Natural Sciences,23,1900,2011,111,1900.99,0.8
1990,Nuclear Engineering,Engineering,30,1976,2011,35,1976.99,0.8
1969,Nutritional Sciences,Professional,38,1962,1999,37,1962.9840328194928,0.8
1999,Mathematics,Natural Sciences,66,1900,2011,111,1900.99,0.8
1997,Mathematics Education,Education,9,1973,2011,38,1973.99,0.8
2003,Mediterranean Archaeology,Social Sciences,2,1989,2007,18,1989.988010939831,0.5
1995,Microbiology,Natural Sciences,11,1993,2011,18,1993.99,0.8
1908,Military Science and Tactics,Professional,4,1900,1957,57,1900.9631476877175,0.8
1922,Military Science and Tactics,Professional,11,1900,1957,57,1900.9631476877175,0.8
1989,Peace and Conflict Studies,Humanities,19,1989,2005,16,1989.9870164097465,1
1911,Mineralogy,Engineering,7,1900,1912,12,1900.9407707608154,0.2
1924,Music,Humanities,14,1906,2011,105,1906.99,0.8
1926,Music,Humanities,10,1906,2011,105,1906.99,0.8
2005,Spanish and Portuguese,Humanities,43,1931,2011,80,1931.99,0.8
1997,Native American Studies,Humanities,30,1975,2011,36,1975.99,0.8
2001,Native American Studies,Humanities,16,1975,2011,36,1975.99,0.8
1977,Naval Science,Professional,14,1953,1978,25,1953.9735902536052,0.2
1999,Plant and Microbial Biology,Natural Sciences,37,1997,2011,14,1997.99,0.8
2011,Plant and Microbial Biology,Natural Sciences,64,1997,2011,14,1997.99,0.8
1969,Plant Pathology,Natural Sciences,19,1951,1993,42,1951.9810492292393,0.8
1984,Political Behavior,Social Sciences,22,1983,1985,2,1983.977071108901,0.2
1911,Political Science,Social Sciences,11,1903,2011,108,1903.99,0.8
1917,Political Science,Social Sciences,15,1903,2011,108,1903.99,0.8
1977,Zoology,Natural Sciences,81,1900,1988,88,1900.978562904028,0.8
1981,Nutritional Sciences,Professional,8,1962,1999,37,1962.9840328194928,0.8
1968,Optometry,Professional,29,1929,2011,82,1929.99,0.8
1970,Optometry,Professional,36,1929,2011,82,1929.99,0.8
1948,Oriental Languages,Humanities,45,1901,1991,90,1901.9800546991546,0.8
1929,Paleontology,Natural Sciences,11,1910,1988,78,1910.978562904028,0.8
1946,Paleontology,Natural Sciences,20,1910,1988,78,1910.978562904028,0.8
1966,Paleontology,Natural Sciences,23,1910,1988,78,1910.978562904028,0.8
1977,Paleontology,Natural Sciences,55,1910,1988,78,1910.978562904028,0.8
1985,Paleontology,Natural Sciences,43,1910,1988,78,1910.978562904028,0.4
1986,Parisitology,Natural Sciences,14,1986,1993,7,1986.9810492292393,1
1987,Parisitology,Natural Sciences,16,1986,1993,7,1986.9810492292393,0.8
1930,Philosophy,Humanities,26,1900,2011,111,1900.99,0.8
1935,Philosophy,Humanities,27,1900,2011,111,1900.99,0.8
1937,Philosophy,Humanities,31,1900,2011,111,1900.99,0.8
1978,Philosophy,Humanities,41,1900,2011,111,1900.99,0.8
1921,Philosophy and Psychology,Social Sciences,32,1921,1921,0,1921.945246146196,1
1913,Physical Culture,Education,15,1900,1913,13,1900.9412680258579,0.1
1927,Physics,Natural Sciences,15,1900,2011,111,1900.99,0.8
1945,Physics,Natural Sciences,28,1900,2011,111,1900.99,0.8
1970,Physics,Natural Sciences,37,1900,2011,111,1900.99,0.8
1973,Physics,Natural Sciences,43,1900,2011,111,1900.99,0.8
1987,Physics,Natural Sciences,47,1900,2011,111,1900.99,0.8
1923,Physiology,Natural Sciences,6,1903,1964,61,1903.9666285430135,0.8
1966,Physiology Anatomy,Natural Sciences,32,1965,1991,26,1965.9800546991546,0.8
1975,Physiology Anatomy,Natural Sciences,52,1965,1991,26,1965.9800546991546,0.8
2003,Womens Studies,Humanities,36,1976,2011,35,1976.99,0.8
1988,Plant Pathology,Natural Sciences,17,1951,1993,42,1951.9810492292393,0.6
1912,Political Science,Social Sciences,21,1903,2011,108,1903.99,0.8
1945,Political Science,Social Sciences,48,1903,2011,108,1903.99,0.8
1932,Pomology,Professional,7,1926,1954,28,1926.9616558925907,0.8
2005,Practice of Art,Humanities,28,1973,2011,38,1973.99,0.8
1933,Psychology,Social Sciences,22,1922,2011,89,1922.99,0.8
1973,Psychology,Social Sciences,59,1922,2011,89,1922.99,0.8
1974,Psychology,Social Sciences,39,1922,2011,89,1922.99,0.8
1951,Public Health,Professional,70,1937,2011,74,1937.99,0.8
1921,Public Speaking,Professional,13,1915,1946,31,1915.9576777722525,0.8
1992,Range Management,Professional,7,1953,2011,58,1953.99,0.8
1994,Range Management,Professional,7,1953,2011,58,1953.99,0.8
1911,Romanic Languages,Humanities,7,1900,1943,43,1900.9561859771259,0.8
1914,Sanskrit,Humanities,17,1906,1999,93,1906.9840328194928,0.8
1925,Sanskrit,Humanities,6,1906,1999,93,1906.9840328194928,0.8
1910,Zoology,Natural Sciences,17,1900,1988,88,1900.978562904028,0.8
1970,Zoology,Natural Sciences,72,1900,1988,88,1900.978562904028,0.8
1985,Sociology,Social Sciences,1,1950,2011,61,1950.99,0.8
1949,Sociology and Social Institutions,Social Sciences,33,1946,1958,12,1946.9636449527598,0.8
1953,Sociology and Social Institutions,Social Sciences,58,1946,1958,12,1946.9636449527598,0.6
1954,Sociology and Social Institutions,Social Sciences,61,1946,1958,12,1946.9636449527598,0.5
1957,Speech,Professional,30,1946,1968,22,1946.9686176031826,0.8
1951,Vegetable Crops,Professional,1,1951,1952,1,1951.9606613625062,1
1948,Veterans Affairs,Professional,1,1947,1952,5,1947.9606613625062,0.5
1953,Agronomy,Professional,8,1924,1954,30,1924.9616558925907,0.2
1938,Anatomy,Natural Sciences,8,1908,1988,80,1908.978562904028,0.8
1955,Anatomy,Natural Sciences,9,1908,1988,80,1908.978562904028,0.8
1937,Bacteriology,Natural Sciences,7,1924,1977,53,1924.973092988563,0.8
1936,Botany,Natural Sciences,23,1900,1988,88,1900.978562904028,0.8
1957,Optometry,Professional,20,1929,2011,82,1929.99,0.8
1970,Science and Mathematics Education,Education,4,1969,2011,42,1969.99,0.8
2001,Near Eastern Studies,Humanities,1,1973,2011,38,1973.99,0.8
1914,Physical Education for Women,Education,16,1914,1942,28,1914.9556887120837,1
1935,Physiology,Natural Sciences,9,1903,1964,61,1903.9666285430135,0.8
2009,Urban Design,Professional,1,2009,2009,0,2009.9890054699156,1
2011,Womens Studies,Humanities,1,1976,2011,35,1976.99,0.8
1937,Greek,Humanities,15,1900,1937,37,1900.9532023868721,0.1
1979,Buddhist Studies,Humanities,1,1974,2011,37,1974.99,0.8
1918,Spanish,Humanities,6,1911,1974,63,1911.971601193436,0.8
1963,Range Management,Professional,4,1953,2011,58,1953.99,0.8
1901,Jurisprudence,Professional,2,1900,1949,49,1900.9591695673794,0.8
1955,Italian,Humanities,16,1919,1994,75,1919.9815464942815,0.8
1940,Italian,Humanities,17,1919,1994,75,1919.9815464942815,0.8
1941,Social Institutions,Social Sciences,7,1920,1945,25,1920.9571805072103,0.5
1944,Dramatic Art,Humanities,4,1942,1994,52,1942.9815464942815,0.8
1929,Sanskrit,Humanities,8,1906,1999,93,1906.9840328194928,0.8
1906,Mineralogy,Engineering,5,1900,1912,12,1900.9407707608154,0.8
1916,Home Economics,Social Sciences,4,1916,1956,40,1916.9626504226753,1
1928,German,Humanities,1,1900,2011,111,1900.99,0.8
2005,Epidemiology,Professional,1,1999,2011,12,1999.99,0.8
1936,Oceanography,Natural Sciences,1,1926,1955,29,1926.962153157633,0.8
1978,Aerospace Studies,Engineering,5,1967,1978,11,1967.9735902536052,0.1
2001,African American Studies,Humanities,66,1992,2011,19,1992.99,0.8
1989,Public Policy,Social Sciences,30,1971,2011,40,1971.99,0.8
1976,AfroAmerican Studies,Humanities,49,1975,1991,16,1975.9800546991546,0.8
1991,AfroAmerican Studies,Humanities,48,1975,1991,16,1975.9800546991546,0.1
1917,Public Speaking,Professional,6,1915,1946,31,1915.9576777722525,0.8
1924,Public Speaking,Professional,16,1915,1946,31,1915.9576777722525,0.8
1985,Agricultural and Resource Economics,Professional,38,1980,2011,31,1980.99,0.8
1954,Range Management,Professional,10,1953,2011,58,1953.99,0.8
1981,Range Management,Professional,46,1953,2011,58,1953.99,0.8
1968,Agricultural Chemistry,Professional,16,1955,1969,14,1955.9691148682248,0.2
1927,Agricultural Economics,Professional,10,1926,1974,48,1926.971601193436,0.8
1954,Agricultural Economics,Professional,30,1926,1974,48,1926.971601193436,0.8
1957,Agricultural Economics,Professional,38,1926,1974,48,1926.971601193436,0.8
1976,Rhetoric,Professional,3,1969,2011,42,1969.99,0.8
1992,Rhetoric,Professional,66,1969,2011,42,1969.99,0.8
1983,Romance Philology,Humanities,5,1924,1997,73,1924.9830382894083,0.8
1951,Scandinavian,Humanities,16,1951,2011,60,1951.99,1
1978,Scandinavian,Humanities,43,1951,2011,60,1951.99,0.8
1979,Scandinavian,Humanities,43,1951,2011,60,1951.99,0.8
1984,Scandinavian,Humanities,53,1951,2011,60,1951.99,0.8
1924,Agronomy,Professional,6,1924,1954,30,1924.9616558925907,1
1951,Agronomy,Professional,17,1924,1954,30,1924.9616558925907,0.4
1986,Air Science,Professional,9,1954,2011,57,1954.99,0.8
1992,Scandinavian,Humanities,44,1951,2011,60,1951.99,0.8
1952,American Civilization,Social Sciences,1,1941,1954,13,1941.9616558925907,0.3
1942,Anatomy,Natural Sciences,8,1908,1988,80,1908.978562904028,0.8
1923,Semitic Languages,Humanities,22,1901,1945,44,1901.9571805072103,0.8
1926,Semitic Languages,Humanities,8,1901,1945,44,1901.9571805072103,0.8
1964,Anatomy,Natural Sciences,7,1908,1988,80,1908.978562904028,0.8
1908,Animal Industry,Professional,13,1908,1908,0,1908.9387817006464,1
1923,Anthropology,Social Sciences,14,1902,2011,109,1902.99,0.8
1930,Anthropology,Social Sciences,14,1902,2011,109,1902.99,0.8
1942,Slavic Languages,Humanities,17,1902,1995,93,1902.9820437593237,0.8
1946,Slavic Languages,Humanities,44,1902,1995,93,1902.9820437593237,0.8
1950,Anthropology,Social Sciences,43,1902,2011,109,1902.99,0.8
1978,Engineering,Engineering,66,1948,2011,63,1948.99,0.8
1988,Slavic Languages and Literatures?,Humanities,54,1952,2011,59,1952.99,0.8
1992,Anthropology,Social Sciences,67,1902,2011,109,1902.99,0.8
1993,Anthropology,Social Sciences,47,1902,2011,109,1902.99,0.8
1992,Social and Administrative Health Sciences,Professional,93,1975,1992,17,1975.9805519641968,0.1
2003,Applied Science and Technology,Engineering,5,1995,2011,16,1995.99,0.8
1903,Architecture,Professional,32,1900,2011,111,1900.99,0.8
1932,Architecture,Professional,22,1900,2011,111,1900.99,0.8
1936,Architecture,Professional,23,1900,2011,111,1900.99,0.8
1947,English,Humanities,158,1900,2011,111,1900.99,0.8
1942,Architecture,Professional,26,1900,2011,111,1900.99,0.8
1974,Social Welfare,Professional,36,1939,2011,72,1939.99,0.8
1975,Social Welfare,Professional,33,1939,2011,72,1939.99,0.8
1990,Social Welfare,Professional,69,1939,2011,72,1939.99,0.8
1963,Architecture,Professional,36,1900,2011,111,1900.99,0.8
1971,Architecture,Professional,63,1900,2011,111,1900.99,0.8
1967,Sociology,Social Sciences,54,1950,2011,61,1950.99,0.8
1974,English,Humanities,85,1900,2011,111,1900.99,0.8
1992,Architecture,Professional,147,1900,2011,111,1900.99,0.8
1993,Mineral Engineering,Engineering,49,1986,1999,13,1986.9840328194928,0.8
1931,Art,Humanities,49,1923,1971,48,1923.9701093983092,0.8
1987,Entomological Sciences,Natural Sciences,71,1973,1993,20,1973.9810492292393,0.8
1990,Asian American Studies,Humanities,29,1978,2009,31,1978.9890054699156,0.8
1975,Asian Studies,Humanities,24,1975,2011,36,1975.99,1
2007,Asian Studies,Humanities,13,1975,2011,36,1975.99,0.8
1992,Soil Science,Professional,28,1956,1992,36,1956.9805519641968,0.1
1954,Soils and Plant Nutrition,Professional,25,1954,1975,21,1954.9720984584783,1
1913,Astronomy,Natural Sciences,24,1900,2011,111,1900.99,0.8
1929,Astronomy,Natural Sciences,22,1900,2011,111,1900.99,0.8
1974,Soils and Plant Nutrition,Professional,31,1954,1975,21,1954.9720984584783,0.2
1933,Astronomy,Natural Sciences,23,1900,2011,111,1900.99,0.8
1935,Astronomy,Natural Sciences,21,1900,2011,111,1900.99,0.8
1944,Astronomy,Natural Sciences,13,1900,2011,111,1900.99,0.8
1973,Astronomy,Natural Sciences,20,1900,2011,111,1900.99,0.8
1975,Astronomy,Natural Sciences,21,1900,2011,111,1900.99,0.8
2005,Environmental Health Sciences,Professional,149,1986,2011,25,1986.99,0.8
1931,Bacteriology,Natural Sciences,7,1924,1977,53,1924.973092988563,0.8
1936,Bacteriology,Natural Sciences,7,1924,1977,53,1924.973092988563,0.8
1941,Bacteriology,Natural Sciences,1,1924,1977,53,1924.973092988563,0.8
1944,Bacteriology,Natural Sciences,7,1924,1977,53,1924.973092988563,0.8
1947,Bacteriology,Natural Sciences,9,1924,1977,53,1924.973092988563,0.8
1911,Spanish,Humanities,4,1911,1974,63,1911.971601193436,1
1926,Biochemistry and Pharmacology,Natural Sciences,1,1916,1927,11,1916.9482297364495,0.2
1943,Spanish and Portuguese,Humanities,22,1931,2011,80,1931.99,0.8
1952,Spanish and Portuguese,Humanities,49,1931,2011,80,1931.99,0.8
1963,Spanish and Portuguese,Humanities,47,1931,2011,80,1931.99,0.8
1953,Food Technology,Professional,9,1951,1961,10,1951.9651367478866,0.8
1975,Biostatistics,Natural Sciences,2,1969,1989,20,1969.9790601690702,0.8
1978,Spanish and Portuguese,Humanities,57,1931,2011,80,1931.99,0.8
1915,Botany,Natural Sciences,14,1900,1988,88,1900.978562904028,0.8
1957,Forestry,Professional,30,1939,1967,28,1939.9681203381401,0.8
1981,Spanish and Portuguese,Humanities,52,1931,2011,80,1931.99,0.8
1931,Botany,Natural Sciences,15,1900,1988,88,1900.978562904028,0.8
1971,Forestry and Conservation,Professional,52,1968,1974,6,1968.971601193436,0.4
1975,Forestry and Resource Management,Professional,80,1975,1993,18,1975.9810492292393,1
1969,Botany,Natural Sciences,28,1900,1988,88,1900.978562904028,0.8
1979,Botany,Natural Sciences,32,1900,1988,88,1900.978562904028,0.8
2005,Buddhist Studies,Humanities,115,1974,2011,37,1974.99,0.8
1950,Business Administration,Professional,66,1942,2011,69,1942.99,0.8
1952,Business Administration,Professional,68,1942,2011,69,1942.99,0.8
1957,Business Administration,Professional,94,1942,2011,69,1942.99,0.8
1983,Statistics,Natural Sciences,47,1954,2011,57,1954.99,0.8
2003,French,Humanities,71,1918,2011,93,1918.99,0.8
1975,Business Administration,Professional,101,1942,2011,69,1942.99,0.8
1980,Chemical Engineering,Engineering,56,1956,2011,55,1956.99,0.8
2007,Geography,Social Sciences,49,1900,2011,111,1900.99,0.8
2001,Chemical Engineering,Engineering,93,1956,2011,55,1956.99,0.8
1929,Chemistry,Natural Sciences,17,1900,2007,107,1900.988010939831,0.8
1932,Chemistry,Natural Sciences,76,1900,2007,107,1900.988010939831,0.8
1949,Chemistry,Natural Sciences,47,1900,2007,107,1900.988010939831,0.8
1986,Chemistry,Natural Sciences,79,1900,2007,107,1900.988010939831,0.8
1948,Chemistry and Chemical Engineering,Natural Sciences,38,1948,1955,7,1948.962153157633,1
1963,German,Humanities,69,1900,2011,111,1900.99,0.8
1990,Chicano Studies,Humanities,28,1986,2011,25,1986.99,0.8
1963,City and Regional Planning,Professional,22,1948,2011,63,1948.99,0.8
1976,City and Regional Planning,Professional,59,1948,2011,63,1948.99,0.8
1978,City and Regional Planning,Professional,61,1948,2011,63,1948.99,0.8
1979,City and Regional Planning,Professional,50,1948,2011,63,1948.99,0.8
1986,City and Regional Planning,Professional,63,1948,2011,63,1948.99,0.8
1997,City and Regional Planning,Professional,60,1948,2011,63,1948.99,0.8
1929,Civil Engineering,Engineering,23,1900,1995,95,1900.9820437593237,0.8
1931,Civil Engineering,Engineering,31,1900,1995,95,1900.9820437593237,0.8
1940,Civil Engineering,Engineering,35,1900,1995,95,1900.9820437593237,0.8
1943,Civil Engineering,Engineering,23,1900,1995,95,1900.9820437593237,0.8
1976,Civil Engineering,Engineering,421,1900,1995,95,1900.9820437593237,0.8
1990,Civil Engineering,Engineering,146,1900,1995,95,1900.9820437593237,0.6
1977,History,Social Sciences,28,1903,2011,108,1903.99,0.8
1987,Classics,Humanities,72,1938,2011,73,1938.99,0.8
1988,Classics,Humanities,73,1938,2011,73,1938.99,0.8
1990,Classics,Humanities,75,1938,2011,73,1938.99,0.8
2001,Classics,Humanities,12,1938,2011,73,1938.99,0.8
2005,Classics,Humanities,57,1938,2011,73,1938.99,0.8
1954,Comparative Literature,Humanities,16,1947,2011,64,1947.99,0.8
1974,Comparative Literature,Humanities,28,1947,2011,64,1947.99,0.8
1962,Humanities,Humanities,22,1961,1995,34,1961.9820437593237,0.8
2003,Comparative Literature,Humanities,25,1947,2011,64,1947.99,0.8
1968,Computer Science,Natural Sciences,18,1968,2005,37,1968.9870164097465,1
1991,Computer Science Division,Natural Sciences,73,1991,1997,6,1991.9830382894083,1
1990,Conservation and Resource Studies,Professional,34,1981,1993,12,1981.9810492292393,0.4
1984,Critical Theory,Humanities,84,1976,1985,9,1976.977071108901,0.2
1956,Decorative Art,Humanities,28,1939,1964,25,1939.9666285430135,0.8
1964,Decorative Art,Humanities,30,1939,1964,25,1939.9666285430135,0.1
1926,Italian,Humanities,6,1919,1994,75,1919.9815464942815,0.8
1987,Dramatic Art,Humanities,57,1942,1994,52,1942.9815464942815,0.8
1991,Dramatic Art,Humanities,52,1942,1994,52,1942.9815464942815,0.4
1993,East Asian Languages,Humanities,128,1992,1999,7,1992.9840328194928,0.8
2011,Journalism,Professional,52,1940,2011,71,1940.99,0.8
1919,Economics,Social Sciences,74,1902,2011,109,1902.99,0.8
1922,Jurisprudence,Professional,99,1900,1949,49,1900.9591695673794,0.8
1931,Jurisprudence,Professional,50,1900,1949,49,1900.9591695673794,0.8
1943,Jurisprudence,Professional,23,1900,1949,49,1900.9591695673794,0.8
1989,Practice of Art,Humanities,33,1973,2011,38,1973.99,0.8
1967,Landscape Architecture,Professional,19,1949,1995,46,1949.9820437593237,0.8
1951,Education,Education,105,1900,2011,111,1900.99,0.8
1956,Education,Education,110,1900,2011,111,1900.99,0.8
2009,Education,Education,12,1900,2011,111,1900.99,0.8
2011,Literature,Humanities,19,1973,2011,38,1973.99,0.8
1983,Electrical Engineering and Computer Science,Engineering,135,1971,2011,40,1971.99,0.8
1984,Materials Science and Mineral Engineering,Engineering,11,1977,1999,22,1977.9840328194928,0.8
2003,Energy and Resources Group ERG,Natural Sciences,25,1981,2011,30,1981.99,0.8
1991,Romance Philology,Humanities,4,1924,1997,73,1924.9830382894083,0.8
1989,Materials Science and Mineral Engineering,Engineering,77,1977,1999,22,1977.9840328194928,0.8
1974,Mathematics,Natural Sciences,88,1900,2011,111,1900.99,0.8
1994,Mathematics,Natural Sciences,59,1900,2011,111,1900.99,0.8
1997,Mathematics,Natural Sciences,65,1900,2011,111,1900.99,0.8
1952,Mechanical Engineering,Engineering,279,1900,2011,111,1900.99,0.8
1909,English,Humanities,22,1900,2011,111,1900.99,0.8
1989,Mechanical Engineering,Engineering,64,1900,2011,111,1900.99,0.8
1948,English,Humanities,69,1900,2011,111,1900.99,0.8
1968,English,Humanities,51,1900,2011,111,1900.99,0.8
1978,Military Science,Professional,15,1964,1978,14,1964.9735902536052,0.1
1986,Mineral Engineering,Engineering,85,1986,1999,13,1986.9840328194928,1
1976,English,Humanities,94,1900,2011,111,1900.99,0.8
1973,Entomological Sciences,Natural Sciences,51,1973,1993,20,1973.9810492292393,1
1983,Entomological Sciences,Natural Sciences,42,1973,1993,20,1973.9810492292393,0.8
1988,Entomological Sciences,Natural Sciences,36,1973,1993,20,1973.9810492292393,0.6
1979,Environmental Design,Professional,5,1968,1989,21,1968.9790601690702,0.8
1943,Music,Humanities,58,1906,2011,105,1906.99,0.8
2003,Film,Humanities,25,1976,2009,33,1976.9890054699156,0.8
2007,Film,Humanities,33,1976,2009,33,1976.9890054699156,0.3
1954,Food Technology,Professional,8,1951,1961,10,1951.9651367478866,0.8
1968,Forestry and Conservation,Professional,42,1968,1974,6,1968.971601193436,1
1981,Forestry and Resource Management,Professional,33,1975,1993,18,1975.9810492292393,0.8
1919,French,Humanities,15,1918,2011,93,1918.99,0.8
1939,French,Humanities,29,1918,2011,93,1918.99,0.8
1961,French,Humanities,32,1918,2011,93,1918.99,0.8
1961,Naval Architecture,Professional,199,1961,1980,19,1961.9745847836898,1
1970,French,Humanities,51,1918,2011,93,1918.99,0.8
1973,Near Eastern Studies,Humanities,37,1973,2011,38,1973.99,1
1921,Geography,Social Sciences,7,1900,2011,111,1900.99,0.8
1935,Geography,Social Sciences,20,1900,2011,111,1900.99,0.8
1937,Geography,Social Sciences,24,1900,2011,111,1900.99,0.8
1949,Geography,Social Sciences,35,1900,2011,111,1900.99,0.8
1952,Geography,Social Sciences,38,1900,2011,111,1900.99,0.8
1961,Geography,Social Sciences,36,1900,2011,111,1900.99,0.8
1986,Geography,Social Sciences,87,1900,2011,111,1900.99,0.8
1946,Nursing,Professional,33,1940,1958,18,1940.9636449527598,0.8
1989,Geography,Social Sciences,64,1900,2011,111,1900.99,0.8
2011,Nutritional Sciences and Toxicology,Professional,49,2007,2011,4,2007.99,0.8
1938,Geological Sciences,Natural Sciences,32,1921,1953,32,1921.9611586275485,0.8
1942,Geological Sciences,Natural Sciences,32,1921,1953,32,1921.9611586275485,0.8
1971,Optometry,Professional,39,1929,2011,82,1929.99,0.8
1991,Optometry,Professional,71,1929,2011,82,1929.99,0.8
1989,Geology and Geophysics,Natural Sciences,50,1963,1999,36,1963.9840328194928,0.8
1991,Geology and Geophysics,Natural Sciences,46,1963,1999,36,1963.9840328194928,0.8
1958,Oriental Languages,Humanities,63,1901,1991,90,1901.9800546991546,0.8
1969,Oriental Languages,Humanities,89,1901,1991,90,1901.9800546991546,0.8
1940,German,Humanities,54,1900,2011,111,1900.99,0.8
1953,German,Humanities,57,1900,2011,111,1900.99,0.8
1955,German,Humanities,51,1900,2011,111,1900.99,0.8
1984,Oriental Languages,Humanities,54,1901,1991,90,1901.9800546991546,0.8
1985,Oriental Languages,Humanities,57,1901,1991,90,1901.9800546991546,0.8
1991,German,Humanities,89,1900,2011,111,1900.99,0.8
1999,German,Humanities,76,1900,2011,111,1900.99,0.8
1912,Germanic Philology,Humanities,3,1911,1921,10,1911.945246146196,0.8
1923,Greek,Humanities,24,1900,1937,37,1900.9532023868721,0.8
1979,Health Arts and Sciences,Professional,68,1975,1979,4,1975.9740875186474,0.1
1914,History,Social Sciences,13,1903,2011,108,1903.99,0.8
1933,History,Social Sciences,41,1903,2011,108,1903.99,0.8
1993,Philosophy,Humanities,76,1900,2011,111,1900.99,0.8
1946,History,Social Sciences,68,1903,2011,108,1903.99,0.8
1947,History,Social Sciences,74,1903,2011,108,1903.99,0.8
1977,Physical Education,Education,40,1943,2011,68,1943.99,0.8
1989,Physical Education,Education,49,1943,2011,68,1943.99,0.8
2001,Physical Education,Education,17,1943,2011,68,1943.99,0.8
1930,Physical Education for Women,Education,36,1914,1942,28,1914.9556887120837,0.8
1977,Physics,Natural Sciences,45,1900,2011,111,1900.99,0.8
1969,History of Art,Humanities,65,1969,1991,22,1969.9800546991546,1
1945,Home Economics,Social Sciences,53,1916,1956,40,1916.9626504226753,0.8
1967,Physiology Anatomy,Natural Sciences,38,1965,1991,26,1965.9800546991546,0.8
1978,Physiology Anatomy,Natural Sciences,51,1965,1991,26,1965.9800546991546,0.8
1979,Physiology Anatomy,Natural Sciences,52,1965,1991,26,1965.9800546991546,0.8
1930,Household Art,Humanities,9,1920,1938,18,1920.9536996519146,0.8
1931,Household Art,Humanities,8,1920,1938,18,1920.9536996519146,0.8
1984,Physiology Anatomy,Natural Sciences,65,1965,1991,26,1965.9800546991546,0.8
1935,Household Art,Humanities,10,1920,1938,18,1920.9536996519146,0.4
1990,Physiology Anatomy,Natural Sciences,16,1965,1991,26,1965.9800546991546,0.2
1980,Humanities,Humanities,2,1961,1995,34,1961.9820437593237,0.8
1938,Hygeine,Professional,17,1906,1943,37,1906.9561859771259,0.6
1986,Immunology,Professional,35,1976,1995,19,1976.9820437593237,0.8
2003,Planning,Professional,105,1976,2011,35,1976.99,0.8
1934,Mathematics,Natural Sciences,54,1900,2011,111,1900.99,0.8
1999,Information Management and Systems,Professional,45,1997,2005,8,1997.9870164097465,0.8
1923,Irrigation,Professional,10,1901,1949,48,1901.9591695673794,0.8
1919,Italian,Humanities,3,1919,1994,75,1919.9815464942815,1
1941,Journalism,Professional,7,1940,2011,71,1940.99,0.8
1944,Journalism,Professional,7,1940,2011,71,1940.99,0.8
1950,Journalism,Professional,50,1940,2011,71,1940.99,0.8
1958,Journalism,Professional,26,1940,2011,71,1940.99,0.8
1911,Jurisprudence,Professional,22,1900,1949,49,1900.9591695673794,0.8
1929,Jurisprudence,Professional,42,1900,1949,49,1900.9591695673794,0.8
1976,Practice of Art,Humanities,20,1973,2011,38,1973.99,0.8
1938,Jurisprudence,Professional,52,1900,1949,49,1900.9591695673794,0.8
1993,Practice of Art,Humanities,28,1973,2011,38,1973.99,0.8
1940,Psychology,Social Sciences,40,1922,2011,89,1922.99,0.8
1946,Psychology,Social Sciences,46,1922,2011,89,1922.99,0.8
1951,Psychology,Social Sciences,84,1922,2011,89,1922.99,0.8
1957,Psychology,Social Sciences,82,1922,2011,89,1922.99,0.8
1986,Landscape Architecture,Professional,54,1949,1995,46,1949.9820437593237,0.8
1987,Landscape Architecture,Professional,55,1949,1995,46,1949.9820437593237,0.8
2007,Landscape Architecture and Environmental Planning,Professional,78,1997,2011,14,1997.99,0.8
1964,Law,Professional,74,1949,2011,62,1949.99,0.8
2005,Legal Studies,Professional,25,1983,2011,28,1983.99,0.8
1936,Librarianship,Professional,16,1926,1978,52,1926.9735902536052,0.8
